,crossword_date,answers,clues,crossword_year
2029,2022-01-24,ANTES,Pays for a hand,2022
2030,2022-01-24,EST,Superlative suffix,2022
2031,2022-01-24,PARK,Playground place,2022
2032,2022-01-24,SEW,Stitch,2022
2033,2022-01-24,NFL,Super Bowl org.,2022
2034,2022-01-25,SMIRK,Smug expression,2022
2035,2022-01-25,TAP,Gentle attention-getter,2022
2036,2022-01-25,OPERA,"""Fidelio"" is Beethoven's only one",2022
2037,2022-01-25,LEVEL,Be honest (with),2022
2038,2022-01-25,ERA,Tide competitor,2022
2039,2022-01-25,ORGAN,"Tongue, but not cheek",2022
2040,2022-01-25,ATONE,Make amends,2022
2041,2022-01-25,RES,Hi or lo follower,2022
2042,2022-01-25,HIGGS,"___ boson (the so-called ""God particle"")",2022
2043,2022-01-25,WAROPERATION,General's responsibility?,2022
2044,2022-01-25,SLY,Foxy,2022
2045,2022-01-25,TAO,"""___ Te Ching""",2022
2046,2022-01-25,SOCCER,In which head shots can be taken,2022
2047,2022-01-25,SORRYOTHELLO,Apology from Iago?,2022
2048,2022-01-25,ASSESS,Take stock of,2022
2049,2022-01-25,UFO,"Peculiar light in the sky, in brief",2022
2050,2022-01-25,EMS,"Millennium, at the beginning and end?",2022
2051,2022-01-25,ROPE,Lure (in),2022
2052,2022-01-25,ACT,"University entrance exam, for short",2022
2053,2022-01-25,BASE,It turns red litmus paper blue,2022
2054,2022-01-25,ORA,60 minuti,2022
2055,2022-01-25,TSK,Click of disapproval,2022
2056,2022-01-25,SPORTS,Wears,2022
2057,2022-01-25,MONOPOLYRISK,Antitrust concern?,2022
2058,2022-01-25,ASKSOF,Requests from,2022
2059,2022-01-25,EDY,Big name in ice cream,2022
2060,2022-01-25,NEE,Formerly named,2022
2061,2022-01-25,CLUECHECKERS,"Editors of crossword puzzles, e.g.?",2022
2062,2022-01-25,CLOAK,Dagger's partner,2022
2063,2022-01-25,ARE,"""Come as you ___""",2022
2064,2022-01-25,HORNS,They may be locked or blown,2022
2065,2022-01-25,COBRA,Hooded snake,2022
2066,2022-01-25,SAM,Singer Cooke,2022
2067,2022-01-25,INDIA,Country with the highest percentage of vegetarians,2022
2068,2022-01-25,SWISS,Reuben ingredient,2022
2069,2022-01-25,TBS,"""The Last O.G."" channel",2022
2070,2022-01-25,CASEY,One of the Affleck brothers,2022
2071,2022-01-25,SLAWS,Cabbage dishes,2022
2072,2022-01-25,METAL,Rock genre,2022
2073,2022-01-25,IVORY,Highbrow tower material?,2022
2074,2022-01-25,RENO,Home to the Atlantis casino,2022
2075,2022-01-25,KLEPTOS,Thieving condors of Mario games,2022
2076,2022-01-25,TERROR,Holy ___,2022
2077,2022-01-25,AREA,"πr2, for a circle",2022
2078,2022-01-25,PAST,Bygone,2022
2079,2022-01-25,OOHOOH,"""Pick me! Pick me!""",2022
2080,2022-01-25,PRINCE,One-named singer who pioneered the Minneapolis sound,2022
2081,2022-01-25,EGG,The hundred folds on a chef's toque are said to represent the number of ways to prepare this,2022
2082,2022-01-25,RAG,Scott Joplin tune,2022
2083,2022-01-25,Abbr.,"T or F, say",2022
2084,2022-01-25,EARS,Corn units,2022
2085,2022-01-25,", in an analogy",,2022
2086,2022-01-25,CLEAR,Pellucid,2022
2087,2022-01-25,ELMST,"Part of a horror film address, for short",2022
2088,2022-01-25,ROSES,National floral emblems of the U.S.,2022
2089,2022-01-25,SEE,Date regularly,2022
2090,2022-01-25,YUCKY,Gross,2022
2091,2022-01-25,OFT,"Not seldom, poetically",2022
2092,2022-01-25,AROMA,Pleasant whiff,2022
2093,2022-01-25,SOROS,Billionaire philanthropist George,2022
2094,2022-01-25,SPANK,"Defeat soundly, so to speak",2022
2095,2022-01-25,Abbr.,"It has colloquial gestures like ""kiss-fist"" and ""shaking L""",2022
2096,2022-01-25,BOK,___ choy,2022
2097,2022-01-25,TOFU,Miso soup cubes,2022
2098,2022-01-25,SIDE,"Affirmative or negative, in a debate",2022
2099,2022-01-25,PSYCHIC,Medium,2022
2100,2022-01-25,OSCARS,Trio for Daniel Day-Lewis,2022
2101,2022-01-25,POLKAS,Bohemian folk dances,2022
2102,2022-01-25,REHEMS,"Takes up or lets down, say",2022
2103,2022-01-25,NERDS,"Passionate learners, to some",2022
2104,2022-01-25,ERNIE,"Bert's buddy on ""Sesame Street""",2022
2105,2022-01-25,ESSAY,College application part,2022
2106,2022-01-25,EAST,"One wicked witch's home in ""The Wizard of Oz""",2022
2107,2022-01-25,CRAB,Baltimore seafood specialty,2022
2108,2022-01-25,KONA,Hawaii's ___ Coast,2022
2109,2022-01-25,CCS,IV amounts,2022
2110,2022-01-25,LOW,Make oneself heard in a herd,2022
2111,2022-01-25,OBI,Kimono sash,2022
2112,2022-01-26,BIBB,Lettuce often used in lettuce wraps,2022
2113,2022-01-26,OPEDS,Guest essays,2022
2114,2022-01-26,OPEC,Major oil acronym,2022
2115,2022-01-26,CHAI,"Blend of black tea, honey, spices and milk",2022
2116,2022-01-26,LADEN,"Packed, like a ship with cargo",2022
2117,2022-01-26,URDU,Language of Pakistan,2022
2118,2022-01-26,CONGRATULATIONS,First part of a message suggested by this puzzle's circled letters,2022
2119,2022-01-26,SPY,Cloak-and-dagger sort,2022
2120,2022-01-26,IFS,Hypotheticals,2022
2121,2022-01-26,IPO,Wall St. debut,2022
2122,2022-01-26,MAP,Site of a legend,2022
2123,2022-01-26,ASP,One with a venomous bite,2022
2124,2022-01-26,BBQ,Many a Jul. 4 party,2022
2125,2022-01-26,ONPASSINGYOUR,Second part of the message,2022
2126,2022-01-26,ANTI,Against,2022
2127,2022-01-26,PASEO,Old Toyota coupe,2022
2128,2022-01-26,NEAR,Dear's rhyming partner,2022
2129,2022-01-26,BART,"""The Simpsons"" prankster",2022
2130,2022-01-26,FLOAT,Root beer treat,2022
2131,2022-01-26,ZETA,"Z, in Athens",2022
2132,2022-01-26,LIESL,Eldest von Trapp daughter,2022
2133,2022-01-26,TNT,Minecraft block made from gunpowder and sand,2022
2134,2022-01-26,SONIC,Sega hedgehog,2022
2135,2022-01-26,ERE,"Lead-in to ""long""",2022
2136,2022-01-26,EYETEST,Last part of the message,2022
2137,2022-01-26,SOY,Vegan milk source,2022
2138,2022-01-26,UNADORNED,Plain,2022
2139,2022-01-26,ALTPOP,Genre similar to indie rock,2022
2140,2022-01-26,EMENDS,Corrects,2022
2141,2022-01-26,SOHO,Manhattan district,2022
2142,2022-01-26,PENNE,___ alla vodka,2022
2143,2022-01-26,COIL,Garden hose shape,2022
2144,2022-01-26,AVON,Stratford's river,2022
2145,2022-01-26,EMBER,Cinder-to-be,2022
2146,2022-01-26,ANNE,Actress Hathaway,2022
2147,2022-01-26,PERE,Parisian papa,2022
2148,2022-01-26,DUCTS,Furnace/vent connectors,2022
2149,2022-01-26,FOOD,Chow,2022
2150,2022-01-26,BCCS,"Includes secretly, in a way",2022
2151,2022-01-26,IHOP,Breakfast chain,2022
2152,2022-01-26,BANYANTREE,Sacred Indian plant also called the strangler fig,2022
2153,2022-01-26,BIG,Ginormous,2022
2154,2022-01-26,OLAF,German chancellor Scholz,2022
2155,2022-01-26,PATS,Caresses,2022
2156,2022-01-26,EDU,End of a college valedictorian's address?,2022
2157,2022-01-26,DELI,Place to nosh on a knish,2022
2158,2022-01-26,SNAP,Like some decisions,2022
2159,2022-01-26,OUI,Paris accord?,2022
2160,2022-01-26,PROMQUEENS,"These women ""rule"" the dance floor",2022
2161,2022-01-26,EDNA,Poet ___ St. Vincent Millay,2022
2162,2022-01-26,CUSP,Brink,2022
2163,2022-01-26,RIPA,Kelly of morning TV,2022
2164,2022-01-26,TOBY,Keith of country music,2022
2165,2022-01-26,SPITS,Barely rains,2022
2166,2022-01-26,BONZO,"""Bedtime for ___""",2022
2167,2022-01-26,ONAIR,Studio sign,2022
2168,2022-01-26,SPF,Beach bottle letters,2022
2169,2022-01-26,SALTED,Like pretzels and winter highways,2022
2170,2022-01-26,ISONTO,Doesn't get fooled by,2022
2171,2022-01-26,NEATER,Not as messy,2022
2172,2022-01-26,GOT,Came down with,2022
2173,2022-01-26,"1, e.g.",5,2022
2174,2022-01-26,ABLE,Fit,2022
2175,2022-01-26,RACY,Borderline indecent,2022
2176,2022-01-26,LENO,Fallon's late-night predecessor,2022
2177,2022-01-26,STEM,Edible part of asparagus,2022
2178,2022-01-26,YAPPED,Jabbered,2022
2179,2022-01-26,SNEERS,Scornful looks,2022
2180,2022-01-26,UPONE,Ahead by a run,2022
2181,2022-01-26,DECAF,After-dinner coffee order,2022
2182,2022-01-26,ASAP,"""Stat!""",2022
2183,2022-01-26,LOVE,"The ""heart"" of ""I [heart] N Y""",2022
2184,2022-01-26,THOR,Avenger with a hammer,2022
2185,2022-01-26,NONO,Taboo,2022
2186,2022-01-26,DINO,Member of the Rat Pack,2022
2187,2022-01-26,SLED,Coaster,2022
2188,2022-01-26,EMU,Member of the ratite pack?,2022
2189,2022-01-26,NBC,43-Down's network,2022
2190,2022-01-26,NET,Sports barrier ... or target,2022
2191,2022-01-27,SINK,What hearts and ships may do,2022
2192,2022-01-27,GAUSS,German physicist after whom a unit of magnetism is named,2022
2193,2022-01-27,PUBS,Round houses?,2022
2194,2022-01-27,ISEE,"""Hmm, OK""",2022
2195,2022-01-27,UPSET,"Surprise ending, of sorts",2022
2196,2022-01-27,ONIT,"""I'm starting right now!""",2022
2197,2022-01-27,NOWWHEREWEREWE,Question after a digression,2022
2198,2022-01-27,EDGE,Lip,2022
2199,2022-01-27,BLT,Nonkosher lunch order,2022
2200,2022-01-27,ARES,Villain in the DC Universe,2022
2201,2022-01-27,REMOTE,It can be a show-stopper,2022
2202,2022-01-27,ADO,Foofaraw,2022
2203,2022-01-27,RNS,O.R. staffers,2022
2204,2022-01-27,HER,"""I'm with ___"" (2016 campaign slogan)",2022
2205,2022-01-27,SAP,Easy mark,2022
2206,2022-01-27,DENALI,Alaskan peak,2022
2207,2022-01-27,GEORGEORWELL,"Who wrote ""Who controls the past controls the future. Who controls the present controls the past""",2022
2208,2022-01-27,LECARS,1970s-'80s Renaults,2022
2209,2022-01-27,INKY,Like a stamp pad,2022
2210,2022-01-27,NOMANISANISLAND,Classic John Donne line,2022
2211,2022-01-27,BLAH,So-so,2022
2212,2022-01-27,STEELE,Republican politico Michael,2022
2213,2022-01-27,ROMATOMATOES,Garden produce named for an Italian city,2022
2214,2022-01-27,GUSHER,Driller's blowout,2022
2215,2022-01-27,ATE,Grazed,2022
2216,2022-01-27,AIL,Suffer,2022
2217,2022-01-27,ARM,Escort's offering,2022
2218,2022-01-27,AXE,Chopper,2022
2219,2022-01-27,ITGIRL,Young celebrity socialite,2022
2220,2022-01-27,EVEN,Something to break at a casino?,2022
2221,2022-01-27,NAP,Be off guard,2022
2222,2022-01-27,SEAR,Blacken on a grill,2022
2223,2022-01-27,RIDESIDESADDLE,Go on horseback à la Lady Godiva,2022
2224,2022-01-27,ERMA,"""Forever, ___"" (1996 humor book)",2022
2225,2022-01-27,INERT,Immobile,2022
2226,2022-01-27,ALTA,Wasatch Mountains resort town,2022
2227,2022-01-27,DYES,Tanners' supplies,2022
2228,2022-01-27,GENTS,Upstanding fellows,2022
2229,2022-01-27,PEST,"Dennis the Menace, e.g.",2022
2230,2022-01-27,SINBAD,Storied mariner,2022
2231,2022-01-27,ISOLDE,Princess in a Wagner opera,2022
2232,2022-01-27,NEWTON,"""Principia"" author, 1687",2022
2233,2022-01-27,KEW,London district famous for its botanic garden,2022
2234,2022-01-27,GUERNICA,Picasso antiwar masterpiece,2022
2235,2022-01-27,APRES,Preceder of ski or midi,2022
2236,2022-01-27,USES,Arenas typically have many of them,2022
2237,2022-01-27,SEW,"Finish, with ""up""",2022
2238,2022-01-27,STEREO,"""Fantasia"" was the first commercial film shown in it",2022
2239,2022-01-27,POEM,"It's measured in feet, not inches",2022
2240,2022-01-27,UNDOSEND,Action after a change of mind,2022
2241,2022-01-27,BIGTALK,Rodomontade,2022
2242,2022-01-27,STEEPLY,How mountain roads rise,2022
2243,2022-01-27,HARLEM,"Setting for the 2009 film ""Precious""",2022
2244,2022-01-27,ERR,Drop the ball,2022
2245,2022-01-27,HESSE,"Locale of Wiesbaden, Germany",2022
2246,2022-01-27,ALOHA,Pearl City greeting,2022
2247,2022-01-27,GRITS,Cornmeal dish,2022
2248,2022-01-27,WINES,"Red and rosé, for two",2022
2249,2022-01-27,ANSEL,Adams behind a camera,2022
2250,2022-01-27,NAMEGAME,"1965 Shirley Ellis hit full of wordplay, with ""The""",2022
2251,2022-01-27,LEGRESTS,Certain amenities for first-class passengers,2022
2252,2022-01-27,ALUMNA,Michelle Obama vis-à-vis Princeton,2022
2253,2022-01-27,BRAISED,Cooked slowly in a closed pot,2022
2254,2022-01-27,LOTTERY,Cause for many people to scratch,2022
2255,2022-01-27,TAR,Gob,2022
2256,2022-01-27,OILRIG,Something well-placed?,2022
2257,2022-01-27,HANDLE,Take care of,2022
2258,2022-01-27,EXALTS,Glorifies,2022
2259,2022-01-27,REPEAT,"What two sets of dots within double lines indicate, in musical scores",2022
2260,2022-01-27,AVERT,Head off,2022
2261,2022-01-27,IRAS,"Some long-term plans, in brief",2022
2262,2022-01-27,EDEN,It's perfect,2022
2263,2022-01-27,INE,Like Bach's Partita for Violin No. 3,2022
2264,2022-01-27,DAP,Fist-bump,2022
2265,2022-01-28,HITUP,"Solicit, in slang",2022
2266,2022-01-28,ORSO,About,2022
2267,2022-01-28,QIN,Chinese dynasty in which the terra-cotta army was built,2022
2268,2022-01-28,INAPT,Not appropriate,2022
2269,2022-01-28,POOL,___ shark,2022
2270,2022-01-28,ANO,"Year, in Brazil",2022
2271,2022-01-28,JAKES,"""North and South"" writer John",2022
2272,2022-01-28,LADLE,Source of a big scoop,2022
2273,2022-01-28,TAB,Key next to Q,2022
2274,2022-01-28,ATEN,Egyptian sun deity,2022
2275,2022-01-28,SIRED,Begotten,2022
2276,2022-01-28,PASO,Word before doble or Robles,2022
2277,2022-01-28,BRADPITT,"Actor who received an Emmy nomination for playing Dr. Anthony Fauci on ""S.N.L.""",2022
2278,2022-01-28,FEARED,Like bogeymen,2022
2279,2022-01-28,SAC,Egg container,2022
2280,2022-01-28,HMM,"""Let's see here ...""",2022
2281,2022-01-28,SOSPICY,"""Whew, that's hot!""",2022
2282,2022-01-28,PAJAMAPARTY,Occasion for kids to stay up late,2022
2283,2022-01-28,BASEJUMPERS,Extreme athletes with parachutes,2022
2284,2022-01-28,ZEROGRAVITY,Space force?,2022
2285,2022-01-28,FUZZIER,Less clear,2022
2286,2022-01-28,ARE,Were present?,2022
2287,2022-01-28,ROT,Poppycock,2022
2288,2022-01-28,ABOUND,"Grow on trees, so to speak",2022
2289,2022-01-28,RITZBITS,Cheesy sandwiches for snackers,2022
2290,2022-01-28,COOP,Structure with many layers?,2022
2291,2022-01-28,DOOMS,Sentences,2022
2292,2022-01-28,ICEE,Drink with a polar bear mascot,2022
2293,2022-01-28,IAM,Cartesian conclusion,2022
2294,2022-01-28,CONDI,"Member of G. W. Bush's cabinet, familiarly",2022
2295,2022-01-28,GOTAT,Insinuated,2022
2296,2022-01-28,ATE,Had,2022
2297,2022-01-28,OWIE,"Kid's cut, perhaps",2022
2298,2022-01-28,ITEMS,Express lane tally,2022
2299,2022-01-28,LSD,Some trip on it,2022
2300,2022-01-28,ONTO,Not taken by,2022
2301,2022-01-28,FAROE,___ Islands (autonomous part of Denmark),2022
2302,2022-01-28,HIJABS,Some head coverings,2022
2303,2022-01-28,INATRAP,Caught,2022
2304,2022-01-28,TAKEACAB,"Alternative to ""walk"" or ""go by bus""",2022
2305,2022-01-28,UPEND,Flip,2022
2306,2022-01-28,Abbr.,Spread makeup,2022
2307,2022-01-28,OPART,"Moving images, apparently",2022
2308,2022-01-28,RODE,Badgered at length,2022
2309,2022-01-28,SOLDFORPARTS,"Like many a lemon, eventually",2022
2310,2022-01-28,OLE,Stadium cry,2022
2311,2022-01-28,QATARI,Like Al Jazeera,2022
2312,2022-01-28,INASEC,"""Be right there!""",2022
2313,2022-01-28,NOBODY,"Chopped liver, so to speak",2022
2314,2022-01-28,LITMAJOR,"Student of the classics, say",2022
2315,2022-01-28,SIMMEREDDOWN,Regained one's composure,2022
2316,2022-01-28,PAPYRI,Some of the Dead Sea Scrolls,2022
2317,2022-01-28,PHASEIN,Introduce gradually,2022
2318,2022-01-28,ESTEVEZ,Actor Emilio,2022
2319,2022-01-28,SAMRAIMI,"Director of the ""Evil Dead"" franchise",2022
2320,2022-01-28,JAZZUP,Add some flair to,2022
2321,2022-01-28,PUG,Snub-nosed dog,2022
2322,2022-01-28,STRICTER,Less forgiving,2022
2323,2022-01-28,YOTEAMO,Words before un beso,2022
2324,2022-01-28,FACIAL,It may involve a mask,2022
2325,2022-01-28,UBOATS,Some subs,2022
2326,2022-01-28,ZOOMED,"Met with someone online, maybe",2022
2327,2022-01-28,TSETSE,"Literally, ""fly,"" in Setswana",2022
2328,2022-01-28,RODEO,Event with clowns,2022
2329,2022-01-28,BIOTA,Endemic flora and fauna,2022
2330,2022-01-28,ONIT,"""Will do!""",2022
2331,2022-01-28,COO,Crib sound,2022
2332,2022-01-28,GIF,Animated snippet,2022
2333,2022-01-29,SPAT,"Showed derision, in a way",2022
2334,2022-01-29,IGA,Food chain inits.,2022
2335,2022-01-29,ALOHA,"Greeting that means ""presence of breath""",2022
2336,2022-01-29,ARIA,Cantata number,2022
2337,2022-01-29,GOLDMEDALS,Winners' circles?,2022
2338,2022-01-29,HORN,"Vuvuzela, for one",2022
2339,2022-01-29,LOADEDDICE,What a cheater might throw,2022
2340,2022-01-29,APB,"Catchy communication, for short?",2022
2341,2022-01-29,COUNTS,Ticks off,2022
2342,2022-01-29,RAN,Bolted,2022
2343,2022-01-29,REARLOT,Parking around back,2022
2344,2022-01-29,HULLS,Shucks,2022
2345,2022-01-29,ALGAE,Growth from stagnation,2022
2346,2022-01-29,FREERIDE,Something for nothing,2022
2347,2022-01-29,CARPOOLLANE,Something that not a single person can go in?,2022
2348,2022-01-29,MINEALLMINE,Outburst before a maniacal laugh,2022
2349,2022-01-29,NANCYPELOSI,One known for making House calls,2022
2350,2022-01-29,SOYOUSAY,"""A likely story""",2022
2351,2022-01-29,TURBO,Lead-in to boost,2022
2352,2022-01-29,AVAST,Direction at sea,2022
2353,2022-01-29,ISOMERS,Compounds containing molecular variants,2022
2354,2022-01-29,RIN,Bygone Japanese coin,2022
2355,2022-01-29,SENDUP,Parody,2022
2356,2022-01-29,BOP,Style of music whose name is derived from scat,2022
2357,2022-01-29,ICANRELATE,"""We've all been there""",2022
2358,2022-01-29,DOOR,Access point,2022
2359,2022-01-29,SERENASLAM,Court feat of 2003 and 2015,2022
2360,2022-01-29,ROME,New York city,2022
2361,2022-01-29,STEAM,Lose ___,2022
2362,2022-01-29,AGE,Get on,2022
2363,2022-01-29,ETSY,Site for shopping small,2022
2364,2022-01-29,SAHARA,"Habitat for the addax antelope, which can go a year without drinking",2022
2365,2022-01-29,PROPEL,Power forward,2022
2366,2022-01-29,AIRBAG,It's subject to inflation in the auto industry,2022
2367,2022-01-29,TAN,Shoe hue,2022
2368,2022-01-29,IGLOO,Qaanaaq dwelling,2022
2369,2022-01-29,GOOUT,Leave home,2022
2370,2022-01-29,ALAN,"Actor Ruck of HBO's ""Succession""",2022
2371,2022-01-29,AMES,Upper Midwest town with the world's tallest concrete gnome,2022
2372,2022-01-29,LED,Opened,2022
2373,2022-01-29,ODD,"Funny, but not ""ha-ha"" funny",2022
2374,2022-01-29,HAIRLINE,Area of recession,2022
2375,2022-01-29,ALCALDE,Ciudad official,2022
2376,2022-01-29,DDT,"Subj. of Rachel Carson's ""Silent Spring""",2022
2377,2022-01-29,SENSE,Pick up,2022
2378,2022-01-29,CLEANCUT,Opposite of scruffy,2022
2379,2022-01-29,RACINOS,Gambling venues with a portmanteau name,2022
2380,2022-01-29,HELISTOP,Certain landing pad,2022
2381,2022-01-29,URANIUM,Element of heavy metal,2022
2382,2022-01-29,FOLEY,___ artist (film professional),2022
2383,2022-01-29,ROLL,"""That's how we ___""",2022
2384,2022-01-29,ELMO,Nonhuman host of a talk show on HBO Max,2022
2385,2022-01-29,REYS,Kid-lit authors Margret and H. A.,2022
2386,2022-01-29,PAPA,Storybook bear,2022
2387,2022-01-29,MAYANART,"Chichén Itzá's carvings, e.g.",2022
2388,2022-01-29,NOVICES,They're just getting started,2022
2389,2022-01-29,SARIS,They may be worn with cholis,2022
2390,2022-01-29,REBOOT,Second incarnation,2022
2391,2022-01-29,BROOMS,Curlers' equipment,2022
2392,2022-01-29,OSPREY,Cousin of a kite,2022
2393,2022-01-29,IDTAG,Aid in getting home,2022
2394,2022-01-29,SUEME,"""So I was wrong, big deal!""",2022
2395,2022-01-29,SEAM,Underground line,2022
2396,2022-01-29,ELS,Local borders?,2022
2397,2022-01-29,NALA,"""The Lion King"" role",2022
2398,2022-01-29,NEE,Name-dropping word,2022
2399,2022-01-29,RNA,Bio material,2022
2400,2022-01-29,DRE,"The kid in 2010's ""The Karate Kid""",2022
2401,2022-01-30,SCREAMO,Rock subgenre named for its vocal aesthetic,2022
2402,2022-01-30,FOLDUP,Like some space-saving beds,2022
2403,2022-01-30,FROS,"Styles that are picked, informally",2022
2404,2022-01-30,INEXPERT,Amateur,2022
2405,2022-01-30,AVERSE,Disinclined (to),2022
2406,2022-01-30,LEIA,Royal figure of sci-fi,2022
2407,2022-01-30,BESTRAPALBUM,"Grammy for Kendrick Lamar's ""DAMN."" or Cardi B's ""Invasion of Privacy""",2022
2408,2022-01-30,CEASES,Shuts down,2022
2409,2022-01-30,YANK,"American, abroad",2022
2410,2022-01-30,STU,Apt name for a worrier,2022
2411,2022-01-30,OSMOSING,"Moving toward equilibrium, in biology",2022
2412,2022-01-30,TRICKS,Legerdemain,2022
2413,2022-01-30,ROAN,Horse color,2022
