,crossword_date,answers,clues,crossword_year,day_of_week
199017,2021-07-24,WHIPS,"Fancy cars, in modern slang",2021,Saturday
198978,2021-07-23,CERT,"Official document, informally",2021,Friday
198962,2021-07-23,ELO,"""Do Ya"" band, informally",2021,Friday
198994,2021-07-24,VID,"YouTuber's creation, informally",2021,Saturday
198619,2021-07-19,NANAS,"Grandmothers, informally",2021,Monday
198824,2021-07-21,DOZER,"Construction vehicle, informally",2021,Wednesday
197529,2021-07-06,MRCOOL,"Hotshot guy, informally",2021,Tuesday
197507,2021-07-05,BORO,"The Bronx or Brooklyn, informally",2021,Monday
197440,2021-07-04,NOMS,"Delicious food, in modern slang",2021,Sunday
197434,2021-07-04,JUICED,"Took steroids, informally",2021,Sunday
197639,2021-07-07,HEAT,"Pressure, in slang",2021,Wednesday
197314,2021-07-04,LOTSA,"Many, informally",2021,Sunday
197918,2021-07-11,POPO,"Law enforcement, slangily",2021,Sunday
197943,2021-07-11,SORTA,"In a sense, colloquially",2021,Sunday
200353,2021-08-09,INK,"Tattoos, informally",2021,Monday
200309,2021-08-08,HIDEF,"Sharp, on a TV, informally",2021,Sunday
200453,2021-08-10,SPEX,"Glasses, informally",2021,Tuesday
200492,2021-08-10,TUDES,"Sassy behaviors, in slang",2021,Tuesday
200431,2021-08-10,HENBERRIES,"Eggs, in diner slang",2021,Tuesday
200420,2021-08-10,GRAD,"June celebrant, informally",2021,Tuesday
200083,2021-08-06,LAWDY,"""Gracious!,"" informally",2021,Friday
200060,2021-08-05,MAMABEAR,"Certain protective parent, colloquially",2021,Thursday
200249,2021-08-08,ALFA,"High-end Italian auto, informally",2021,Sunday
200169,2021-08-07,LIT,"Awesome, slangily",2021,Saturday
200152,2021-08-07,TEXASTEA,"Oil, informally",2021,Saturday
200182,2021-08-07,ITSALRIGHT,"""No need to worry,"" informally",2021,Saturday
200820,2021-08-15,MDS,"Nonwriting credentials for Conan Doyle and Chekhov, informally",2021,Sunday
200888,2021-08-15,ENDO,"High-quality cannabis, in slang",2021,Sunday
200586,2021-08-12,GAS,"Great time, informally",2021,Thursday
200543,2021-08-11,REVERB,"Effect created by a guitar pedal, informally",2021,Wednesday
200728,2021-08-14,SIBS,"Close ones, informally",2021,Saturday
199377,2021-07-28,EVAC,"Removal from danger, informally",2021,Wednesday
199271,2021-07-27,DAWG,"Friend, in slang",2021,Tuesday
199286,2021-07-27,MOMA,"Place to see Dalí, Ernst and Kahlo, informally",2021,Tuesday
199840,2021-08-02,STANS,"Is a huge fan of, in modern slang",2021,Monday
199966,2021-08-04,POM,"Certain lap dog, informally",2021,Wednesday
199955,2021-08-04,FLOTUS,"Michelle Obama or Jill Biden, informally",2021,Wednesday
199621,2021-07-31,PRELIMS,"Early trials, informally",2021,Saturday
199701,2021-08-01,CAL,"Pac-12 school, informally",2021,Sunday
209769,2021-11-30,BRAT,"Certain sausage, informally",2021,Tuesday
209907,2021-12-02,ICE,"Make definite, informally",2021,Thursday
209560,2021-11-28,ROTH,"After-tax investment account, informally",2021,Sunday
209718,2021-11-29,LETEM,"""See if I care what they do!,"" informally",2021,Monday
210022,2021-12-03,BAGEL,"6-0 set, in tennis slang",2021,Friday
208840,2021-11-19,ELEANOR,"Longest-serving U.S. first lady, informally",2021,Friday
208793,2021-11-18,THEMAN,"Oppressive authority, informally",2021,Thursday
208785,2021-11-18,ADREPS,"Sellers of airtime, informally",2021,Thursday
209401,2021-11-26,FRESHMEAT,"Vulnerable newcomers, in slang",2021,Friday
209294,2021-11-24,ALUM,"One who may endow a scholarship, informally",2021,Wednesday
209061,2021-11-21,RENFAIRE,"Modern joust venue, informally",2021,Sunday
209098,2021-11-22,RANDY,"Lustful, informally",2021,Monday
211741,2021-12-24,HUCKS,"Throws, informally",2021,Friday
211689,2021-12-23,ZEROG,"Free-fall phenomenon, informally",2021,Thursday
211848,2021-12-25,CAV,"Ohio pro athlete, informally",2021,Saturday
211784,2021-12-24,ORG,"Kind of chart, informally",2021,Friday
211483,2021-12-20,IDTHEFT,"Goal of phishing schemes, informally",2021,Monday
211430,2021-12-20,TUSHIE,"Rear end, in slang",2021,Monday
211596,2021-12-22,NOM,"When repeated, slangy sound of eating",2021,Wednesday
212200,2021-12-29,SWOLE,"Muscled, slangily",2021,Wednesday
212249,2021-12-30,KISSESBUTT,"Gains favor using abject flattery, informally",2021,Thursday
212345,2021-12-31,ADULTS,"Does laundry or pays bills, in modern lingo",2021,Friday
212281,2021-12-30,COX,"One facing the crew, informally",2021,Thursday
211971,2021-12-26,HEP,"With it, in old slang",2021,Sunday
212001,2021-12-27,AAMEETING,"*Sobriety support group session, informally",2021,Monday
212093,2021-12-28,KALE,"Vegetable whose name is also slang for ""money""",2021,Tuesday
212057,2021-12-27,RANDOS,"Total strangers, in modern slang",2021,Monday
210790,2021-12-12,BOHO,"Thrift-store fashion, informally",2021,Sunday
210805,2021-12-12,BASIC,"Aggressively mainstream, in slang",2021,Sunday
210943,2021-12-14,HUEYS,"Military helicopters, colloquially",2021,Tuesday
210555,2021-12-09,OLDS,"One's parents, slangily, with ""the""",2021,Thursday
210545,2021-12-09,AERO,"Sleekly designed, informally",2021,Thursday
210491,2021-12-09,ITTY,"Minute, informally",2021,Thursday
210606,2021-12-10,PREP,"School for the college-bound, informally",2021,Friday
210631,2021-12-11,STEPTO,"Confront, in slang",2021,Saturday
211280,2021-12-19,ARI,"Singer Grande, informally",2021,Sunday
211369,2021-12-19,COP,"Get, slangily",2021,Sunday
211132,2021-12-16,SPEX,"Glasses, informally",2021,Thursday
206034,2021-10-17,BAE,"Main squeeze, in modern lingo",2021,Sunday
205832,2021-10-14,HEAT,"Pressure, informally",2021,Thursday
205771,2021-10-13,GUAC,"Dip for chips, informally",2021,Wednesday
205910,2021-10-15,AGGRO,"Belligerent, slangily",2021,Friday
205848,2021-10-14,DEF,"Absolutely, informally",2021,Thursday
205092,2021-10-05,SARGE,"Drill conductor, informally",2021,Tuesday
205111,2021-10-05,SRSLY,"""Really?,"" in textspeak",2021,Tuesday
205044,2021-10-04,CLEO,"Queen of the Nile, informally",2021,Monday
205217,2021-10-06,TIL,"No later than, informally",2021,Wednesday
204857,2021-10-03,OATER,"Western film, in old slang",2021,Sunday
204813,2021-10-02,ROLLIE,"Cigarette that's assembled by hand, informally",2021,Saturday
204986,2021-10-03,ENUF,"Sufficient, informally",2021,Sunday
205701,2021-10-12,STAN,"Obsessive fan, in slang",2021,Tuesday
205699,2021-10-12,CALI,"San Diego's state, informally",2021,Tuesday
205610,2021-10-11,CRED,"Good reputation, in slang",2021,Monday
205659,2021-10-12,MERCH,"Sales at concerts or games, informally",2021,Tuesday
205333,2021-10-08,NOB,"Head, in slang",2021,Friday
205324,2021-10-08,DISS,"Insult, slangily",2021,Friday
205262,2021-10-07,SHAY,"Light carriage, informally",2021,Thursday
205289,2021-10-07,SHEP,"News anchor Smith, informally",2021,Thursday
205393,2021-10-09,TRI,"Arm muscle, slangily",2021,Saturday
207930,2021-11-08,JOE,"Coffee, slangily",2021,Monday
207978,2021-11-09,FIEND,"Extreme devotee, informally",2021,Tuesday
207967,2021-11-08,MOJO,"Magical power, informally",2021,Monday
207717,2021-11-06,APP,"Restaurant starter, informally",2021,Saturday
207857,2021-11-07,ACTSTHEGOAT,"Behaves like a fool, informally",2021,Sunday
208425,2021-11-14,IGNORATI,"The uninformed masses, colloquially",2021,Sunday
208357,2021-11-14,ONEG,"Universal donor's blood type, informally",2021,Sunday
208353,2021-11-14,PREGNANCYBRAIN,"Forgetfulness experienced by soon-to-be moms, informally",2021,Sunday
208388,2021-11-14,THEFEDS,"National law enforcement, informally",2021,Sunday
208548,2021-11-15,PREK,"School for 3- and 4-year-olds, informally",2021,Monday
208147,2021-11-11,LASERS,"Hard-hit line drives, in slang",2021,Thursday
208246,2021-11-12,MOCS,"Soft shoes, informally",2021,Friday
208242,2021-11-12,CON,"Fan gathering, informally",2021,Friday
207007,2021-10-28,REG,"On the ___ (frequently, in modern slang)",2021,Thursday
207116,2021-10-30,VOCAB,"Words on some flashcards, informally",2021,Saturday
206693,2021-10-24,UNIONREP,"Workers' advocate, informally",2021,Sunday
206865,2021-10-26,HOGS,"Harleys, in slang",2021,Tuesday
206796,2021-10-25,POPO,"Law officers, in slang",2021,Monday
207396,2021-11-01,TREYS,"Three-point shots, informally",2021,Monday
207307,2021-10-31,HOTNESS,"The newest trend, in slang",2021,Sunday
187044,2021-03-02,NOM,"Chow down on, in modern slang",2021,Tuesday
187054,2021-03-02,PADS,"Homes, in slang",2021,Tuesday
187063,2021-03-02,STOLI,"Some Russian vodka, informally",2021,Tuesday
187025,2021-03-02,SPYFI,"James Bond genre, informally",2021,Tuesday
187010,2021-03-01,AROD,"Three-time A.L. M.V.P. (2003, 2005 and 2007), informally",2021,Monday
187157,2021-03-03,GLAXO,"British pharma giant, informally",2021,Wednesday
187100,2021-03-03,TEA,"Gossip fodder, slangily",2021,Wednesday
187117,2021-03-03,CATTLECALL,"Open audition, informally",2021,Wednesday
186866,2021-02-28,VIBES,"Feelings in the room, informally",2021,Sunday
187219,2021-03-04,CUKE,"Garden item that can be brined, informally",2021,Thursday
187257,2021-03-05,JLO,"Co-performer with Shakira at Super Bowl LIV, informally",2021,Friday
187328,2021-03-06,GLOMS,"Steals, slangily",2021,Saturday
186092,2021-02-19,ABE,"Bill that's half a 52-Across, informally",2021,Friday
186088,2021-02-19,TANK,"Sleeveless top, informally",2021,Friday
186127,2021-02-19,MANIPEDI,"Popular salon option, informally",2021,Friday
186152,2021-02-20,CRAY,"Out of one's head, in slang",2021,Saturday
186150,2021-02-20,POL,"Campaign figure, informally",2021,Saturday
185954,2021-02-17,PREGAMED,"Had drinks before going out, informally",2021,Wednesday
186573,2021-02-24,NARCO,"D.E.A. agent, slangily",2021,Wednesday
186609,2021-02-25,FRAT,"Organization with pledges, informally",2021,Thursday
186685,2021-02-26,CALI,"It has its faults, informally",2021,Friday
186724,2021-02-26,CARB,"Potato or pasta, informally",2021,Friday
186712,2021-02-26,SPANK,"Defeat soundly, slangily",2021,Friday
186623,2021-02-25,TROU,"Pants, slangily",2021,Thursday
188879,2021-03-24,UPS,"Big ___ (praise, slangily)",2021,Wednesday
188632,2021-03-21,BFF,"Many a maid of honor, informally",2021,Sunday
188805,2021-03-23,TREY,"Basket shot from behind the arc, in hoops slang",2021,Tuesday
189530,2021-04-01,BADMOUTHING,"37-Across, in slang",2021,Thursday
189556,2021-04-01,FROS,"Some natural hairstyles, informally",2021,Thursday
189111,2021-03-27,REGS,"Rules, informally",2021,Saturday
189286,2021-03-29,UMPS,"Home plate officials, informally",2021,Monday
189327,2021-03-29,ROO,"Outback hopper, informally",2021,Monday
187737,2021-03-10,WASH,"Draw, colloquially",2021,Wednesday
188495,2021-03-20,SCUSE,"Pardon, informally",2021,Saturday
188397,2021-03-18,REP,"What one is known for, informally",2021,Thursday
188567,2021-03-21,OKIE,"Sooner, informally",2021,Sunday
188513,2021-03-20,EARGASM,"Sensation from a song that you're really, really into, slangily",2021,Saturday
188267,2021-03-17,INDIE,"Film festival entry, informally",2021,Wednesday
188329,2021-03-17,DEREG,"Removal of restrictions, informally",2021,Wednesday
183196,2021-01-15,SQUATTERSRIGHTS,"Topic in property law, colloquially",2021,Friday
183210,2021-01-15,LAMBO,"Ferrari alternative, slangily",2021,Friday
183296,2021-01-17,CAMO,"Garb in a duck blind, informally",2021,Sunday
183025,2021-01-13,REF,"Officiate, informally",2021,Wednesday
183118,2021-01-14,TEENS,"Years before 2020, informally",2021,Thursday
183102,2021-01-14,AOC,"House member with 11+ million Twitter followers, informally",2021,Thursday
183795,2021-01-22,PSYCHED,"Eager, informally",2021,Friday
183639,2021-01-20,TRICEP,"Muscle controlled by the radial nerve, informally",2021,Wednesday
182043,2021-01-01,01ALUMS,"First graduates of the new millennium, informally",2021,Friday
182088,2021-01-02,MOOJUICE,"Milk, slangily",2021,Saturday
182726,2021-01-10,DEMO,"Population grouping, informally",2021,Sunday
182492,2021-01-06,FROS,"The Jackson 5 had some big ones, informally",2021,Wednesday
185088,2021-02-07,BICEP,"Curl target, informally",2021,Sunday
185093,2021-02-07,GMEN,"New York football team, informally",2021,Sunday
185192,2021-02-08,HITECH,"Like the newest gadgetry, informally",2021,Monday
184915,2021-02-05,NARC,"Snitch (on), informally",2021,Friday
185051,2021-02-07,SWEAT,"Worry about, informally",2021,Sunday
184952,2021-02-05,PROF,"Spelman figure, informally",2021,Friday
184982,2021-02-06,BORSCHTBELT,"Once-popular resort area in the Catskills, informally",2021,Saturday
185522,2021-02-12,HOSE,"Trick, in slang",2021,Friday
184231,2021-01-27,NARCO,"Drug trafficker, informally",2021,Wednesday
184216,2021-01-27,TUMMYACHE,"Possible result of overeating, informally",2021,Wednesday
184144,2021-01-26,KISSER,"Face, in slang",2021,Tuesday
184151,2021-01-26,STEAGALL,"Glass-___ (1933 banking legislation, informally)",2021,Tuesday
184254,2021-01-28,DROP,"Release, as a song, in modern lingo",2021,Thursday
183895,2021-01-24,BUMRAP,"False accusation, informally",2021,Sunday
184057,2021-01-25,SORTA,"Rather, informally",2021,Monday
184052,2021-01-25,REHAB,"Give a makeover, informally",2021,Monday
184039,2021-01-25,BEEB,"English channel, informally, with ""the""",2021,Monday
184694,2021-02-02,KSTATE,"The Wildcats of the N.C.A.A., informally",2021,Tuesday
184620,2021-02-01,CUZ,"Since, informally",2021,Monday
184814,2021-02-03,SAYSBOO,"Utters a sound, informally",2021,Wednesday
184415,2021-01-30,ROO,"Buck, boomer, jack, flyer or jill, informally",2021,Saturday
184581,2021-01-31,LOL,"Crack up, in textspeak",2021,Sunday
184526,2021-01-31,ROCK,"Be really impressive, informally",2021,Sunday
194759,2021-06-02,YKNOW,"""See what I mean?,"" informally",2021,Wednesday
194566,2021-05-31,STAN,"Obsessive fan, in slang",2021,Monday
194724,2021-06-02,ARTOO,"Skywalker's droid, informally",2021,Wednesday
194405,2021-05-30,DRIP,"Good fashion sense, in modern slang",2021,Sunday
194385,2021-05-29,NINER,"Montana, e.g., informally",2021,Saturday
194374,2021-05-29,WENT,"Said, informally",2021,Saturday
194534,2021-05-31,PBJS,"Sandwiches that may use Skippy and Smuckers, informally",2021,Monday
195272,2021-06-09,HEP,"With it, in old slang",2021,Wednesday
195193,2021-06-08,IVBAG,"Transparent hospital container, informally",2021,Tuesday
194899,2021-06-04,SCIFI,"Bookstore section, informally",2021,Friday
194922,2021-06-05,PREGGO,"Expecting, informally",2021,Saturday
194984,2021-06-06,ADREP,"One selling airtime, informally",2021,Sunday
193814,2021-05-22,DONK,"Hit on the head, in slang",2021,Saturday
193779,2021-05-22,TRINI,"Certain Caribbean, informally",2021,Saturday
193452,2021-05-17,DUDS,"Clothing, informally",2021,Monday
193592,2021-05-19,PREZ,"Head of a country, informally",2021,Wednesday
194322,2021-05-29,PLOTARMOR,"Protection of a protagonist for narrative purposes, in slang",2021,Saturday
193865,2021-05-23,AMEXES,"Green cards, informally",2021,Sunday
193900,2021-05-23,EATIT,"Wipe out, slangily",2021,Sunday
196672,2021-06-26,MEG,"File size unit, informally",2021,Saturday
196750,2021-06-27,RAFA,"Tennis's Nadal, informally",2021,Sunday
196868,2021-06-28,SPUD,"Potato, informally",2021,Monday
195617,2021-06-13,SESH,"Rehearsal, e.g., in slang",2021,Sunday
195550,2021-06-13,NATCH,"""Obviously,"" in slang",2021,Sunday
195548,2021-06-12,ACE,"Asexual, informally",2021,Saturday
195637,2021-06-13,FREEHEALTHCARE,"Program introduced by the Trudeau government in 1984, colloquially",2021,Sunday
195678,2021-06-13,HOLLA,"Shout, informally",2021,Sunday
195329,2021-06-09,ITME,"""I'm just like that,"" in modern lingo",2021,Wednesday
195328,2021-06-09,ANAL,"Overly fussy, informally",2021,Wednesday
195469,2021-06-11,FEELIT,"Get into a rhythm, informally",2021,Friday
195512,2021-06-12,EENSY,"Minute, informally",2021,Saturday
196067,2021-06-19,RIDEORDIE,"Person who will do anything for you, in modern slang",2021,Saturday
196109,2021-06-19,LIT,"Hoppin', in modern lingo",2021,Saturday
196146,2021-06-20,VICE,"Police unit, informally",2021,Sunday
195765,2021-06-15,SHADE,"Subtle expression of disrespect, in slang",2021,Tuesday
195903,2021-06-16,TEA,"Gossip, in slang",2021,Wednesday
190870,2021-04-17,ABS,"Targets of leg raises, informally",2021,Saturday
190860,2021-04-17,FAM,"Ones closest to you, informally",2021,Saturday
190621,2021-04-14,LAMBO,"Expensive Italian car, informally",2021,Wednesday
190532,2021-04-13,DOPE,"Cool, in slang",2021,Tuesday
190737,2021-04-15,NOIRS,"Gritty films, informally",2021,Thursday
190751,2021-04-15,LIT,"Happening, in slang",2021,Thursday
191045,2021-04-19,SVU,"""Law & Order"" spinoff, informally",2021,Monday
191232,2021-04-21,RECON,"Fact-finding mission, informally",2021,Wednesday
191139,2021-04-20,ELITEYELPER,"Power user of a popular review site, colloquially",2021,Tuesday
189899,2021-04-05,TATER,"Item that may be baked or mashed, informally",2021,Monday
190024,2021-04-07,DIS,"Insult, informally",2021,Wednesday
189956,2021-04-06,FRAG,"Hand grenade, in slang",2021,Tuesday
189950,2021-04-06,DEETS,"Specifics, in slang",2021,Tuesday
189727,2021-04-04,UNPACK,"Emotionally process, in modern lingo",2021,Sunday
190342,2021-04-11,PARM,"Cheese offered tableside at Italian restaurants, informally",2021,Sunday
190103,2021-04-08,YAS,"""___ queen!"" (slangy affirmative)",2021,Thursday
190183,2021-04-09,PEEPER,"Eye, slangily",2021,Friday
192858,2021-05-10,VAC,"Rug cleaner, informally",2021,Monday
192881,2021-05-11,FAV,"Twitter thumbs-up, informally",2021,Tuesday
192453,2021-05-06,DECO,"Architectural style of Nebraska's capitol building, informally",2021,Thursday
192652,2021-05-09,DOC,"Computer file, informally",2021,Sunday
192903,2021-05-11,DIRT,"Gossip, informally",2021,Tuesday
193223,2021-05-15,OLDS,"Mother and father, slangily, with ""the""",2021,Saturday
193222,2021-05-15,STREETMEAT,"Halal cart fare, informally",2021,Saturday
193217,2021-05-15,TOMATOCAN,"Incapable fighter, in boxing slang",2021,Saturday
193240,2021-05-16,BRAH,"Dude, slangily",2021,Sunday
192923,2021-05-11,CIV,"Western ___ (college course, informally)",2021,Tuesday
191815,2021-04-28,INSTA,"Where Ariana Grande has 230+ million followers, informally",2021,Wednesday
191943,2021-04-30,BICEP,"Something built with curls, informally",2021,Friday
191877,2021-04-29,REC,"Suggestion, colloquially",2021,Thursday
191540,2021-04-25,DAMAGE,"Price to pay, informally",2021,Sunday
191502,2021-04-25,NOOB,"Gaming novice, slangily",2021,Sunday
191518,2021-04-25,THIRSTTRAP,"Racy selfie posted for likes on social media, in modern lingo",2021,Sunday
191600,2021-04-25,INDY,"Annual May race, informally",2021,Sunday
192277,2021-05-03,FAM,"Kin, informally",2021,Monday
192194,2021-05-02,BARS,"Rap lyrics, in slang",2021,Sunday
192149,2021-05-02,ARTYFARTY,"Aesthetically pretentious, informally",2021,Sunday
447927,2022-05-07,INOT,"Playing past regulation, informally",2022,Saturday
448123,2022-05-09,TEC,"Private eye, in old slang",2022,Monday
448027,2022-05-08,DOUBLEDOUBLE,"Basketball feat suggested by this puzzle's pairs of theme answers, informally",2022,Sunday
448065,2022-05-08,UGLYCRY,"Weep in an unflattering way, in modern lingo",2022,Sunday
448052,2022-05-08,MULES,"Cocktails made with ginger beer, informally",2022,Sunday
447414,2022-05-01,GOOSES,"Gives a boost, informally",2022,Sunday
447310,2022-04-30,CAM,"Auto shaft, informally",2022,Saturday
447657,2022-05-03,ACES,"Terrific, in slang",2022,Tuesday
447679,2022-05-04,THEDOW,"Stock index founded in 1885, informally",2022,Wednesday
447549,2022-05-02,HALFASS,"Not full, as an effort, informally",2022,Monday
449133,2022-05-21,TWIHARDS,"Devotees of Team Edward and Team Jacob, in fandom slang",2022,Saturday
448418,2022-05-12,TUT,"Ruler with a famed golden mask, informally",2022,Thursday
448696,2022-05-15,ZEN,"Peaceful, informally",2022,Sunday
448649,2022-05-15,BEN,"$100 bill, slangily",2022,Sunday
448463,2022-05-13,WEIRDSOUT,"Makes very uncomfortable, informally",2022,Friday
448467,2022-05-13,FLAKED,"Didn't come through as promised, in slang",2022,Friday
448491,2022-05-14,SCREENCAP,"Part of many a software demo, informally",2022,Saturday
448553,2022-05-14,CAMO,"Purchase at a military supplies store, informally",2022,Saturday
445911,2022-04-13,PEC,"Poppable muscle, informally",2022,Wednesday
446139,2022-04-16,TICOS,"Native Costa Ricans, informally",2022,Saturday
445476,2022-04-07,NOB,"Head, slangily",2022,Thursday
445478,2022-04-08,GITMO,"Setting for ""A Few Good Men,"" informally",2022,Friday
445453,2022-04-07,KETO,"Certain high-fat, low-carb diet, informally",2022,Thursday
445733,2022-04-10,SIS,"Beyoncé, to Solange, informally",2022,Sunday
446878,2022-04-24,ITTEAM,"Company computer fixers, informally",2022,Sunday
446817,2022-04-24,HEMI,"Engine type, informally",2022,Sunday
447109,2022-04-27,RIO,"2016 Olympics host, informally",2022,Wednesday
446288,2022-04-17,YEGGS,"Safecrackers, in old-fashioned slang",2022,Sunday
446299,2022-04-17,PREGGERS,"Expecting, in slang",2022,Sunday
446272,2022-04-17,NUTMEGGED,"Kicked the ball between the legs of, in soccer slang",2022,Sunday
446362,2022-04-18,INSANE,"Wildly absurd, colloquially",2022,Monday
446513,2022-04-20,SIPTEA,"Listen to gossip, in slang",2022,Wednesday
451842,2022-06-23,DESI,"South Asian, informally",2022,Thursday
451705,2022-06-21,RHINO,"Bull with a horn, informally",2022,Tuesday
451693,2022-06-21,LAT,"Muscle worked by a kettlebell swing, informally",2022,Tuesday
452064,2022-06-26,UOFA,"Fayetteville school, informally",2022,Sunday
452053,2022-06-25,BOP,"Catchy song, in modern slang",2022,Saturday
451393,2022-06-17,EENY,"Wee, informally",2022,Friday
451581,2022-06-19,RBIMAN,"Baseball slugger, informally",2022,Sunday
451584,2022-06-19,VPPICK,"Major political announcement before a convention, informally",2022,Sunday
451567,2022-06-19,DEADASS,"Utterly, in slang",2022,Sunday
451437,2022-06-18,PODS,"Some audio downloads, informally",2022,Saturday
451536,2022-06-19,ACIDHEAD,"Lover of psychedelics, informally",2022,Sunday
452877,2022-07-05,YOINK,"Take stealthily, informally",2022,Tuesday
452854,2022-07-05,RONA,"Covid-19, slangily",2022,Tuesday
452760,2022-07-03,HITUP,"Ask for money, informally",2022,Sunday
452912,2022-07-05,FREAKED,"Lost control, informally",2022,Tuesday
452328,2022-06-28,SHAFTS,"Treats very unfairly, in slang",2022,Tuesday
452174,2022-06-26,LITMAJOR,"One with a storied education, informally?",2022,Sunday
452559,2022-07-01,GEES,"Large sums of money, informally",2022,Friday
452556,2022-07-01,BAGIT,"Quit, slangily",2022,Friday
452468,2022-06-30,ROTO,"Kind of scoring in fantasy sports leagues, informally",2022,Thursday
449852,2022-05-29,BOP,"___ on over (go somewhere, in slang)",2022,Sunday
449853,2022-05-29,REF,"Court figure, informally",2022,Sunday
449875,2022-05-30,NOLA,"Mardi Gras city, colloquially",2022,Monday
449731,2022-05-28,ECIG,"Juul, e.g., informally",2022,Saturday
449742,2022-05-29,TROU,"Slacks, say, in slang",2022,Sunday
449783,2022-05-29,HOPS,"Have ___ (be able to jump high, in slang)",2022,Sunday
450132,2022-06-02,UKES,"Hula accompaniers, informally",2022,Thursday
450057,2022-06-01,RANDOS,"Unknown people, in slang",2022,Wednesday
449343,2022-05-23,STINKO,"Drunk, in dated slang",2022,Monday
449670,2022-05-28,DJED,"Worked a reception, say, informally",2022,Saturday
450860,2022-06-11,REF,"Authority in the field, informally",2022,Saturday
450897,2022-06-12,LBOMB,"Term to drop in a serious relationship, informally",2022,Sunday
450685,2022-06-08,DOX,"Publish private info about online, in modern lingo",2022,Wednesday
450688,2022-06-09,CAMIS,"Some sleeveless undergarments, informally",2022,Thursday
450764,2022-06-10,CHEMLAB,"Where catalysts produce reactions, informally",2022,Friday
450926,2022-06-12,SONICS,"Former name for the N.B.A.'s Thunder, informally",2022,Sunday
451094,2022-06-13,DITCH,"Get rid of, informally",2022,Monday
451157,2022-06-14,HYDRO,"Water power, informally",2022,Tuesday
450617,2022-06-08,BIOS,"Memoirs and profiles, informally",2022,Wednesday
450620,2022-06-08,HEATER,"Fastball, in slang",2022,Wednesday
450494,2022-06-06,NOLA,"Mardi Gras city, informally",2022,Monday
439993,2022-02-01,ALUM,"Homecoming guest, informally",2022,Tuesday
439904,2022-01-30,NOLA,"Pelicans' home, informally",2022,Sunday
440258,2022-02-04,AVLAB,"Where a high school yearbook club may meet, informally",2022,Friday
440232,2022-02-04,BADREP,"Issue with image quality, informally?",2022,Friday
440288,2022-02-04,MELON,"Head, in slang",2022,Friday
440099,2022-02-02,SILO,"Isolate, in modern lingo",2022,Wednesday
439816,2022-01-30,EXEC,"Board figure, informally",2022,Sunday
439831,2022-01-30,ONTILT,"Suffering from a losing streak, in poker slang",2022,Sunday
439777,2022-01-30,FROS,"Styles that are picked, informally",2022,Sunday
439639,2022-01-28,HITUP,"Solicit, in slang",2022,Friday
440968,2022-02-13,INSTA,"App whose icon features a camera, in slang",2022,Sunday
441004,2022-02-13,SEC,"Instant, informally",2022,Sunday
441035,2022-02-13,SUB,"Vessel with a hatch, informally",2022,Sunday
440862,2022-02-11,DELTS,"Muscles strengthened by push-ups, informally",2022,Friday
441181,2022-02-15,COULDA,"Might have, informally",2022,Tuesday
440502,2022-02-06,IDED,"Carded, informally",2022,Sunday
440509,2022-02-07,MAVS,"Dallas basketball squad, informally",2022,Monday
440556,2022-02-07,STANS,"Obsessive fans, in slang",2022,Monday
440522,2022-02-07,RASTA,"One who might smoke ganja as a sacrament, informally",2022,Monday
440385,2022-02-06,SNOWMAN,"Score of 8, in golf slang",2022,Sunday
440748,2022-02-10,SUCKY,"Just the worst, in slang",2022,Thursday
440651,2022-02-08,BADRAP,"Undeserved criticism, informally",2022,Tuesday
438223,2022-01-10,POLS,"Capitol insiders, informally",2022,Monday
438188,2022-01-10,SORTA,"Somewhat, informally",2022,Monday
437547,2022-01-02,FADED,"High on marijuana, in slang",2022,Sunday
437405,2022-01-01,SEARATS,"Pirates, in old slang",2022,Saturday
437493,2022-01-02,STAN,"Devotee, informally",2022,Sunday
437790,2022-01-05,OOMPH,"Energy, informally",2022,Wednesday
438993,2022-01-20,ADBIZ,"Field of ""Mad Men,"" informally",2022,Thursday
439074,2022-01-21,TURNT,"Extremely excited, in modern lingo",2022,Friday
438885,2022-01-18,SOEXTRA,"Really overdoing it, in slang",2022,Tuesday
438879,2022-01-18,MCS,"Hosts, informally",2022,Tuesday
438919,2022-01-19,PREEMIE,"One who wasn't due to arrive, informally",2022,Wednesday
439245,2022-01-23,FRATS,"Groups of Greeks, informally",2022,Sunday
439325,2022-01-23,OBVI,"""Duh,"" in modern slang",2022,Sunday
439151,2022-01-22,THEGOAT,"An unrivaled champion, in slang",2022,Saturday
439214,2022-01-23,ENBIES,"Nonbinary people, informally",2022,Sunday
438602,2022-01-16,THEMAN,"Symbol of authority, informally",2022,Sunday
438395,2022-01-12,SRS,"""For reals,"" in texts",2022,Wednesday
438444,2022-01-13,PERF,"Ideal, informally",2022,Thursday
438792,2022-01-17,NOOB,"Beginner, in modern lingo",2022,Monday
438693,2022-01-16,ONE,"Out of gas, informally",2022,Sunday
443924,2022-03-20,RASTA,"Devotee of Haile Selassie, informally",2022,Sunday
444192,2022-03-23,PECLASS,"Place to play dodgeball, informally",2022,Wednesday
444083,2022-03-22,SHEEPLE,"Unquestioning followers, in slang",2022,Tuesday
444116,2022-03-22,PUMPEDIRON,"Lifted weights, informally",2022,Tuesday
443714,2022-03-17,RASTA,"Certain Pan-Africanist, informally",2022,Thursday
